Reservior name,dam name,river,main basin,sub basin,near city,administration city,COUNTRY,secondary country,YEAR,dam height,dam length,AREA(sqkm),AREA(polygonal),CAPITAL EXPENDITURE,DEPTH(m),AVG DISPLACEMENT OF WATER,CATCHMENT area in sqkm,MAIN_USAGE,"MULTI_DAMS,C,10",TIMELINE(status),status,longitude,latitude
,Chancza,Czarna Staszowska,,,Staszow,Kielce,Poland,,1985,22,412,2.9,2.9,20.6,7.1,2450,476,Water supply,,,3: Fair,21.054583,50.632917
,Nysa,Nysa Klodzka,,,Nysa,Opole,Poland,,1971,22,5750,13.6,13.6,116.8,8.6,22599,2945,Flood control,,,2: Good,17.304583,50.465417
,Otmuchow,Nysa Klodzka,,,Nysa,Opole,Poland,,1933,17,6500,13.3,13.3,124.5,9.4,19755,2548,Flood control,,,2: Good,17.150417,50.462083
,Kozlowa Gora,,,,,,Poland,,1937,8,-99,4.2,4.2,15.8,3.8,1438,200,Water supply,,,2: Good,18.975417,50.41625
,Rozkos,Rozkos,,,Ceska Skalice,East Bohemia,Czech Republic,,1970,21,412,8.3,8.3,76.2,9.2,326,41,Irrigation,,,3: Fair,16.062083,50.36125
Imielin,Dzieckowice,,,,,,Poland,,1996,9,-99,6.8,6.8,52.5,7.7,16736,2100,Water supply,,,3: Fair,19.23375,50.112083
,Goczalkowice,Wisla,,,Pszczyna,Katowice,Poland,,1956,16,3000,25.6,25.6,168.4,6.6,6273,534,Water supply,,,2: Good,18.929583,49.932917
,Slezska Harta,Moravice,,,Bruntal,North Moravia,Czech Republic,,1997,65,540,7.1,7.1,217.5,30.6,3118,470,Water supply,,,2: Good,17.579583,49.89125
,Dobczyce,Raba,,,Myslenice,Krakow,Poland,,1988,41,728,8.8,8.8,127,14.4,8641,761,Water supply,,,3: Fair,20.079583,49.87625
,Sec,Chrudimka,,,Chrudim,East Bohemia,Czech Republic,,1934,37,160,1.4,1.4,17.5,12.5,1172,205,Water supply,,,2: Good,15.650417,49.839583
,Kruzberk,Moravice,,,Opava,North Moravia,Czech Republic,,1956,42,280,1.7,1.7,35.6,20.9,3779,568,Water supply,,,2: Good,17.65875,49.82625
,Czchow,Dunajec,,,Nowy Sacz,Nowy Sacz,Poland,,1954,19,430,1.7,1.7,12,7.1,54962,5269,Hydroelectricity,,,3: Fair,20.679583,49.80875
,Porabka,Sola,,,Zywiec,Bielsko-Biala,Poland,,1937,37,260,2.5,2.5,26.6,10.6,14728,1102,Hydroelectricity,,,3: Fair,19.200417,49.807083
,Terlicko,Stonavka,,,Havirov,North Moravia,Czech Republic,,1962,28,617,2,2,24.4,12.2,862,77,Water supply,,,2: Good,18.517083,49.772917
,Roznow,Dunajec,,,Nowy Sacz,Nowy Sacz,Poland,,1941,49,550,12.7,12.7,167,13.1,50602,4809,Hydroelectricity,Yes,Replacement,3: Fair,20.667083,49.759583
,Tresna,Sola,,,Zywiec,Bielsko Biala,Poland,,1967,37,312,7.5,7.5,102.7,13.7,14022,1047,Flood control,,,3: Fair,19.20875,49.747083
,Zermanice,Lucina,,,Frydek-Mistek,North Moravia,Czech Republic,,1958,27,617,1.9,1.9,27.2,14.3,480,44,Water supply,,,2: Good,18.447083,49.732083
,Svihov,Zelivka,,,Zruc nad Sazavou,Central Bohemia,Czech Republic,,1975,58,850,11.5,11.5,266,23.1,6120,1166,Water supply,,,3: Fair,15.089583,49.727083
,Vir 1,Svratka,,,Bystrice nad Pernstejnem,South Moravia,Czech Republic,,1959,78,390,1.4,1.4,53.1,37.9,2170,403,Water supply,,,2: Good,16.30875,49.56625
,Letovice,Kretinka,,,Letovice,South Moravia,Czech Republic,,1976,29,126,0.7,0.7,10.6,15.1,680,131,Water supply,,,2: Good,16.554583,49.554583
,Sance,Ostravice,,,Frydek-Mistek,North Moravia,Czech Republic,,1971,65,342,1.7,1.7,45.5,26.8,1679,146,Water supply,,,2: Good,18.417083,49.510417
,Myczkowce,San,,,Lesko,Krosno,Poland,,1961,30,430,1.1,1.1,10,9.1,11019,1234,Hydroelectricity,,,3: Fair,22.409583,49.43125
Jezioro Czorsztynskie,Czorsztyn-Niedzica,Dunajec,,,Nowy Targ,Nowy Sacz,Poland,,1997,60,404,10.2,10.2,234.5,23,14422,1140,Water supply,,,2: Good,20.32125,49.420417
,Mostiste,Oslava,,,Velke Mezirici,South Moravia,Czech Republic,,1961,36,341,0.6,0.6,11,18.3,1033,219,Water supply,,,2: Good,16.01375,49.395417
,Solina,San,,,Lesko,Krosno,Poland,,1968,82,646,16.1,16.1,474,29.4,10509,1172,Hydroelectricity,,,3: Fair,22.450417,49.395417
,Orava,Orava,,,Dolny Kubin,North Slovakia,Slovakia,,1953,41,291,28.3,28.3,346,12.2,15591,1143,Flood control,,,3: Fair,19.554583,49.37875
,Nova Bystrica,Bystrica,,,Cadca,North Slovakia,Slovakia,,1991,64,320,1.1,1.1,36.9,33.5,790,59,Flood control,,,3: Fair,19.042917,49.34125
,Opatovice,Mala Hana,,,Vyskov,South Moravia,Czech Republic,,1973,45,177,0.4,0.4,9.4,23.5,208,51,Water supply,,,2: Good,16.929583,49.309583
,Zilina,Vah,,,Zilina,Central Slovakia,Slovakia,,1998,15,9000,1.7,1.7,17.9,10.5,86925,7085,Flood control,,,3: Fair,18.682917,49.257083
,Brno,Svratka,,,Brno,South Moravia,Czech Republic,,1940,34,120,1.3,1.3,18.5,14.2,7299,1582,Flood control,,,2: Good,16.517083,49.235417
,Dalesice,Jihlava,,,Trebic,South Moravia,Czech Republic,,1979,100,300,3,3,127.3,42.4,5212,1135,Hydroelectricity,,,2: Good,16.117083,49.12875
,Nosice,Vah,,,Puchov,Central Slovakia,Slovakia,,1957,33,472,4.7,4.7,35.9,7.6,95331,7835,Hydroelectricity,,,3: Fair,18.365417,49.127083
,Mohelno,Jihlava,,,Trebic,South Moravia,Czech Republic,,1978,49,185,0.4,0.4,17.1,42.8,5279,1152,Hydroelectricity,,,2: Good,16.179583,49.102083
,Besenova,Vah,,,Liptovsky Mikul,Central Slovakia,Slovakia,,1978,13,1343,1.3,1.3,9.8,7.5,18719,1529,Hydroelectricity,,,3: Fair,19.449583,49.099583
,Liptovska Mara,Vah,,,Liptovsky Mikul,Central Slovakia,Slovakia,,1976,53,1250,18.3,18.3,360.5,19.7,18111,1479,Flood control,,,3: Fair,19.484583,49.099583
,Starina,Cirocha,,,Humenne,East Slovakia,Slovakia,,1989,53,372,2.4,2.4,59.8,24.9,1056,128,Water supply,,,3: Fair,22.25875,49.045417
,Velka Domasa,Ondava,,,Vranov,East Slovakia,Slovakia,,1966,35,350,11,11,180,16.4,5782,840,Flood control,,,3: Fair,21.69625,49.00375
,Vranov,Dyje,,,Znojmo,South Moravia,Czech Republic,,1939,59,290,5.2,5.2,122.7,23.6,12256,2223,Flood control,,,2: Good,15.817083,48.907917
,Nove Mlyny,Dyje,,,Breclav,South Moravia,Czech Republic,,1989,10,37615,22.7,22.7,134,5.9,54541,11870,Flood control,,,2: Good,16.72125,48.862083
,Ruzin 1,Hornad,,,Kosice,East Slovakia,Slovakia,,1968,63,320,2,2,58,29,16364,1909,Flood control,,,3: Fair,21.087917,48.862083
,Vihorlat,Laborec Cierna Voda,,,Michalovce,East Slovakia,Slovakia,,1965,14,5430,29,29,334,11.5,1368,186,Flood control,,,3: Fair,22.04625,48.787083
,Bukovec 2,Ida,,,Kosice,East Slovakia,Slovakia,,1976,56,333,0.9,0.9,23.4,26,339,49,Water supply,,,3: Fair,21.125417,48.719583
,Dniestr,Dniestr,,,Mogilev-Podolsk,,Ukraine,,-99,80,153,75.1,75.1,3000,39.9,269143,40564,Hydroelectricity,,,3: Fair,27.454583,48.595417
,Ottenstein,Kamp,,,Zwettl,Lower Austria,Austria,,1956,69,240,1.9,1.9,73,38.4,8094,884,Hydroelectricity,,,2: Good,15.329583,48.592917
,Dobra,Kamp,,,Zwettl,Lower Austria,Austria,,1953,53,234,0.9,0.9,21,23.3,8522,936,Irrigation,,,2: Good,15.39625,48.592917
Slnava,Drahovce,Vah,,,Piestany,Vest Slovakia,Slovakia,,1960,23,7239,3.8,3.8,12.2,3.2,113006,10119,Hydroelectricity,,,3: Fair,17.825417,48.545417
,Malinec,Ipel,,,Lucenec,Central Slovakia,Slovakia,,1994,49,532,1.1,1.1,26.7,24.3,694,87,Flood control,,,3: Fair,19.662917,48.520417
,Rakacai,Rakaca,,,Miskolc,Borsod,Hungary,,1961,12,840,1.2,1.2,5.2,4.3,1485,225,Water supply,,,2: Good,20.764583,48.449583
,Ruzina,Teplicka,,,Lucenec,Central Slovakia,Slovakia,,1973,22,271,1.4,1.4,14.8,10.6,206,31,Irrigation,,,3: Fair,19.567083,48.437083
,Kralova,Vah,,,Sered,Vest Slovakia,Slovakia,,1985,34,10480,11.3,11.3,50.8,4.5,113917,10411,Hydroelectricity,,,3: Fair,17.825417,48.195417
,Hrusov,Dunaj,,,Bratislava,Vest Slovakia,Slovakia,Hungary,1995,24,8930,33.9,33.9,160,4.7,1947288,131206,Irrigation,,,3: Fair,17.267083,47.999583
,Rogojesti,Siret,,,Siret,Suceava,Romania,,1987,15,3482,6.4,6.4,55.8,8.7,16376,1688,Water supply,,,2: Good,26.14625,47.937083
,Calinesti-Oas,Tur,,,Negresti,SatuMare,Romania,,1974,16,798,3.4,3.4,29,8.5,3439,375,Irrigation,,,2: Good,23.277083,47.899583
,Stinca Costesti,Prut,,,Botosani,Botosani,Romania,Moldova,1979,43,3000,41.3,41.3,1290,31.2,114851,12168,Flood control,,,3: Fair,27.225417,47.84125
,Markazi,Nyiget,,,Markaz,Heves,Hungary,,1968,17,312,1.5,1.5,8.3,5.5,100,14,Water supply,,,2: Good,20.079583,47.812083
,Catamarasti,Sitna,,,Botosani,Botosani,Romania,,1979,15,540,0.8,0.8,17.5,21.9,1162,157,Irrigation,,,3: Fair,26.629583,47.789583
,Bucecea,Siret,,,Bucecea,Botosani,Romania,,1977,12,5682,2.3,2.3,25,10.9,19575,2128,Water supply,,,3: Fair,26.367083,47.782917
,Dragomirna,Dragomirna,,,Suceava,Suceava,Romania,,1976,21,920,1.1,1.1,22.8,20.7,161,24,Water supply,,,2: Good,26.229583,47.699583
Lake Tisza,Tisza,Tisza,,,,,Hungary,,1978,26,341,119,119,228.6,1.9,520327,65561,Flood control,,,2: Good,20.51875,47.499583
,Parcovaci,Bahlui,,,Harlau,Iasi,Romania,,1985,25,290,0.6,0.6,9.4,15.7,714,100,Water supply,,,2: Good,26.82125,47.452083
,Halceni,Miletin,,,Iasi,Iasi,Romania,,1986,10,1013,3.4,3.4,41.1,12.1,5702,689,Water supply,,,3: Fair,27.287917,47.41625
,Fehervarcsurgoi,Gaja,,,Szekesfe herva,Fejor,Hungary,,1972,14,108,1.3,1.3,14.3,11,537,261,Flood control,,,3: Fair,18.250417,47.282917
,Dubossary,Dniestr,,,Dubossary,,Moldova,Ukraine,1954,26,133,34.7,34.7,3000,86.5,321662,53758,Hydroelectricity,,,4: Poor,29.12125,47.27875
,Podu Iloaiei,Bahluet,,,Podu Iloaie,Iasi,Romania,,1964,14,630,2.2,2.2,33,15,3891,524,Fisheries,,,3: Fair,27.250417,47.20625
,Varsolt,Crasna,,,Simleu Silvaniei,Salaj,Romania,,1979,17,2160,3.2,3.2,50.2,15.7,2094,326,Flood control,,,2: Good,22.917083,47.189583
,Colibita,Bistrita Ardealul,,,Bistrita,Bistrita Nasaud,Romania,,1993,92,250,3.1,3.1,90,29,850,114,Water supply,,,3: Fair,24.877917,47.165417
,Tileagd,Crisul Repede,,,Oradea,Bihor,Romania,,1988,37,14246,5.2,5.2,52.9,10.2,11180,1852,Water supply,,,2: Good,22.207917,47.07875
,Lugasu,Crisul Repede,,,Alesd,Bihor,Romania,,1989,29,15666,4.6,4.6,65.4,14.2,10776,1766,Hydroelectricity,,,2: Good,22.30375,47.059583
,Izvorul Muntelui,Bistrita,,,Piatra Neamt,Neamt,Romania,,1961,127,430,19.8,19.8,1230,62.1,30428,4060,Hydroelectricity,,,2: Good,26.104583,46.94125
,Tungujei,Sacovat,,,Iasi,Iasi,Romania,,1987,20,750,2.5,2.5,25,10,1426,194,Water supply,,,2: Good,27.33875,46.94125
,Piatra Neamt,Bistrita,,,Piatra Neamt,Neamt,Romania,,1963,27,920,1.6,1.6,10,6.3,38320,5329,Hydroelectricity,,,2: Good,26.337917,46.932917
,Cazanesti,Durduc,,,Negresti,Vaslui,Romania,,1975,15,870,1.4,1.4,21.1,15.1,1429,188,Irrigation,,,3: Fair,27.487917,46.862083
,Dragan,Dragan,,,Huedin,Cluj,Romania,,1987,120,424,1.7,1.7,112,65.9,973,154,Hydroelectricity,,,2: Good,22.712917,46.79125
,Solesti,Vasluet,,,Vaslui,Vaslui,Romania,,1974,14,964,4.1,4.1,47,11.5,3397,420,Irrigation,,,2: Good,27.787917,46.79125
,Tarnita,Somesul Cald,,,Cluj Napoca,Cluj,Romania,,1974,97,237,1.4,1.4,74,52.9,3302,480,Hydroelectricity,,,2: Good,23.29625,46.727083
,Racova,Bistrita,,,Buhusi,Bacau,Romania,,1965,20,7380,1,1,8.7,8.7,45081,6685,Hydroelectricity,,,2: Good,26.712917,46.695417
,Feistritzbach,Feistritzbach,,,Lavamuend,Styria,Austria,,1990,88,370,0.6,0.6,16.2,27,438,30,Hydroelectricity,,,2: Good,15.037917,46.67875
,Fantanele,Somesul Cald,,,Huedin,Cluj,Romania,,1978,92,400,4.1,4.1,225,54.9,2214,325,Hydroelectricity,,,2: Good,23.05875,46.667083
,Vuzenica,Drava,,,Vuzenica,,Slovenia,,1952,34,191,1,1,14.2,14.2,310669,12775,Hydroelectricity,,,3: Fair,15.150417,46.592917
,Vuhred,Drava,,,Brezno,,Slovenia,,1956,33,167,1.5,1.5,19.3,12.9,312710,12920,Hydroelectricity,,,3: Fair,15.27125,46.587917
,Manjesti,Crasna,,,Vaslui,Vaslui,Romania,,1978,14,865,2.7,2.7,40.9,15.1,3058,402,Irrigation,,,3: Fair,27.840417,46.56625
,Zeter,Tarnava Mare,,,Odorheiu Secuiesc,Harghita,Romania,,1993,48,520,1,1,44,44,2058,317,Flood control,,,3: Fair,25.400417,46.46625
,Galbeni,Siret,,,Bacau,Bacau,Romania,,1983,24,20942,5.6,5.6,39.6,7.1,134745,19474,Hydroelectricity,,,2: Good,26.952083,46.457917
,Racaciuni,Siret,,,Bacau,Bacau,Romania,,1984,29,12722,11.8,11.8,103.7,8.8,136701,19929,Hydroelectricity,,,2: Good,27.04625,46.337083
,Poiana Uzului,Uz,,,Targu Ocna,Bacau,Romania,,1973,82,500,2.2,2.2,90,40.9,2557,383,Water supply,,,2: Good,26.389583,46.33625
,Dubrava,Drava,,,Koprivnica,Podravina,Croatia,,1989,24,492,16.4,16.4,93.5,5.7,339903,15844,Hydroelectricity,,,2: Good,16.72125,46.324583
,Cakovec,Drava,,,Cakovec,Podravina,Croatia,,1982,24,334,9.8,9.8,51,5.2,338633,15610,Hydroelectricity,,,2: Good,16.467083,46.307917
,Beresti,Siret,,,Sascut,Bacau,Romania,,1985,29,14322,18,18,120,6.7,138225,20290,Hydroelectricity,,,2: Good,27.18375,46.187083
,Petresti,Sebes,,,Sebes,Alba,Romania,,1983,22,1003,0.2,0.2,13,65,5670,683,Water supply,,,4: Poor,23.559583,45.904583
,Voila,Olt,,,Fagaras,Brasov,Romania,,1988,21,11961,1.9,1.9,12.3,6.5,67747,9448,Hydroelectricity,,,2: Good,24.860417,45.835417
,Vistea,Olt,,,Fagaras,Brasov,Romania,,1989,20,7093,1.2,1.2,4.3,3.6,70358,9865,Hydroelectricity,,,2: Good,24.749583,45.80875
,Arpasu,Olt,,,Fagaras,Brasov,Romania,,1990,20,10093,2.1,2.1,7.3,3.5,72279,10161,Hydroelectricity,,,2: Good,24.595417,45.79375
,Scoreiu,Olt,,,Fagaras,Sibiu,Romania,,1992,22,5593,1.5,1.5,5.2,3.5,74616,10532,Hydroelectricity,,,2: Good,24.512917,45.77875
,Avrig,Olt,,,Avrig,Sibiu,Romania,,1996,23,20060,2.6,2.6,10.8,4.2,75838,10713,Hydroelectricity,,,2: Good,24.39125,45.745417
,Gura Raului,Cibin,,,Sibiu,Sibiu,Romania,,1980,74,330,0.3,0.3,17.5,58.3,1249,149,Water supply,,,3: Fair,23.925417,45.714583
,Cincis,Cerna,,,Hunedoara,Hunedoara,Romania,,1964,48,220,1.4,1.4,43,30.7,1879,300,Water supply,,,2: Good,22.875417,45.700417
,Hateg,Raul Mare,,,Hateg,Hunedoara,Romania,,1989,32,3769,0.9,0.9,12.5,13.9,2683,524,Hydroelectricity,,,2: Good,22.95875,45.59125
,Oasa,Sebes,,,Sebes,Caras Severin,Romania,,1979,91,300,1.5,1.5,136,90.7,1533,184,Hydroelectricity,,,3: Fair,23.625417,45.587083
,Sacele,Tarlung,,,Brasov,Brasov,Romania,,1975,45,709,0.5,0.5,18.3,36.6,1314,182,Water supply,,,3: Fair,25.765417,45.582083
,Siriu,Buzau,,,Nehoiu,Buzau,Romania,,1994,122,570,1.1,1.1,155,140.9,5755,697,Flood control,,,3: Fair,26.250417,45.495417
,Vidra,Lotru,,,Brezoi,Valcea,Romania,,1973,121,350,4.6,4.6,340,73.9,1316,161,Hydroelectricity,,,2: Good,23.767083,45.447083
,Poiana Marului,Bistra Marului,,,Otelul Rosu,Caras Severin,Romania,,-99,125,425,0.6,0.6,96,160,924,209,Hydroelectricity,,,3: Fair,22.477083,45.42625
,Vidraru,Arges,,,Curtea de Arges,Arges,Romania,,1965,166,305,5.3,5.3,469,88.5,1896,284,Hydroelectricity,,,2: Good,24.629583,45.370417
,Gura Apelor,Raul Mare,,,Hateg,Hunedoara,Romania,,-99,168,464,4.1,1,210,51.2,1029,225,Hydroelectricity,,,3: Fair,22.717083,45.337083
,Maneciu,Teleajen,,,Maneciu,Prahova,Romania,,1994,75,750,0.6,0.6,60,100,1720,247,Water supply,,,3: Fair,25.987917,45.332917
,Paltinu,Doftana,,,Campina,Prahova,Romania,,1971,108,460,0.9,0.9,53.7,59.7,2240,336,Water supply,,,2: Good,25.735417,45.249583
,Daesti,Olt,,,Ramnicu Valce,Valcea,Romania,,1976,29,2918,2.4,2.4,11.2,4.7,109172,15242,Hydroelectricity,,,2: Good,24.369583,45.17875
Ivanu,Cerna Principal,Cerna,,,Baile Herculane,Gorj,Romania,,1979,110,342,1.7,1.7,124,72.9,561,132,Water supply,Yes,,3: Fair,22.732917,45.162083
,Ramnicu Valcea,Olt,,,Ramnicu Valce,Valcea,Romania,,1974,34,2530,2.9,2.9,19,6.6,109817,15332,Hydroelectricity,,,2: Good,24.375417,45.120417
,Zigoneni,Arges,,,Pitesti,Arges,Romania,,1973,29,2850,1.5,1.5,13.3,8.9,4165,637,Hydroelectricity,,,2: Good,24.662917,45.082917
,Calimanesti,Olt,,,Calimanesti,Valcea,Romania,,1981,29,8138,2.1,2.1,4.6,2.2,112374,15675,Hydroelectricity,,,3: Fair,24.364583,45.074583
,Vadeni,Jiu,,,Targu Jiu,Gorj,Romania,,1989,25,3559,1,1,4.8,4.8,9571,1441,Hydroelectricity,,,2: Good,23.267917,45.057917
,Govora,Olt,,,Ramnicu Valce,Valcea,Romania,,1975,26,3837,4.1,4.1,18.5,4.5,113087,15775,Hydroelectricity,,,2: Good,24.29625,45.012083
,Valcele,Arges,,,Curtea de Arge,Arges,Romania,,1975,35,5696,4,4,54.8,13.7,4786,741,Water supply,,,2: Good,24.742083,44.982917
,Herculane,Cerna,,,Baile Herculane,Caras Severin,Romania,,1986,58,190,0.3,0.3,15.8,52.7,1614,467,Hydroelectricity,,,2: Good,22.45125,44.932917
,Babeni,Olt,,,Govora,Valcea,Romania,,1978,33,19808,8.5,8.5,59.7,7,121190,16910,Hydroelectricity,,,3: Fair,24.250417,44.920417
,Budeasa,Arges,,,Pitesti,Arges,Romania,,1978,33,5615,3.6,3.6,54.9,15.3,7296,1155,Water supply,,,2: Good,24.82125,44.91625
,Ionesti,Olt,,,Govora,Valcea,Romania,,1978,34,14638,4.6,4.6,24.9,5.4,124068,17305,Hydroelectricity,,,3: Fair,24.24625,44.857917
,Pitesti,Arges,,,Pitesti,Arges,Romania,,1971,20,6521,0.7,0.7,4.5,6.4,19250,3118,Water supply,,,2: Good,24.900417,44.84875
,Golesti,Arges,,,Pitesti,Arges,Romania,,1983,32,7866,5.9,5.9,78.5,13.3,19721,3212,Water supply,,,2: Good,24.99625,44.812917
,Drenova,Drenova,,,Prnjavor,,Bosnia and Herzegovina,,1978,15,-99,0.6,0.6,9.5,15.8,851,66,Flood control,,,3: Fair,17.634583,44.812083
,Zavideni,Olt,,,Dragasani,Valcea,Romania,,1979,30,16838,10.9,10.9,50,4.6,125170,17479,Hydroelectricity,,,3: Fair,24.27125,44.774583
Kruscica,Sklope,Lika,,,Gospic,Lika,Croatia,,1967,81,218,1.4,1.4,142,101.4,26799,1161,Hydroelectricity,,,3: Fair,15.267917,44.68875
,Dragasani,Olt,,,Dragasani,Valcea,Romania,,1980,32,18638,12.2,12.2,40,3.3,126978,17779,Hydroelectricity,,,3: Fair,24.292083,44.682917
,Iron Gate 1,Danube,,,Drobeta Turnu Severin,Mehedinti,Romania,Serbia,1972,60,1278,118.6,118.6,2550,21.5,5389304,560682,Hydroelectricity,,,2: Good,22.529583,44.674583
,Zavoiu Orbului,Arges,,,Gaesti,Dambovita,Romania,,1988,20,7553,0.7,0.7,16.1,23,22573,3794,Irrigation,,,3: Fair,25.38375,44.662083
Lake Snjeznica,Snjeznica,Rastosnica,,,Ugljevik,,Bosnia and Herzegovina,,1985,59,-99,1.2,1.2,20.6,17.2,361,37,Other,,,2: Good,18.954583,44.592917
,Strejesti,Olt,,,Slatina,Olt,Romania,,1978,33,24461,23.2,23.2,225,9.7,129929,18294,Hydroelectricity,,,3: Fair,24.325417,44.537083
,Bocac,Vrbas,,,Banja Luka,,Bosnia and Herzegovina,,1981,66,-99,0.4,0.4,52,130,46510,2726,Hydroelectricity,,,3: Fair,17.15875,44.50625
,Arcesti,Olt,,,Slatina,Olt,Romania,,1980,31,18918,8.9,8.9,43.4,4.9,132459,18808,Hydroelectricity,,,3: Fair,24.312917,44.449583
,Slatina,Olt,,,Slatina,Olt,Romania,,1980,26,17858,5.5,5.5,19.2,3.5,132770,18881,Hydroelectricity,,,3: Fair,24.354583,44.407917
,Gurbanesti,Mostistea,,,Lehliu,Calarasi,Romania,,1985,20,840,4.8,4.8,55.8,11.6,263,702,Irrigation,,,2: Good,26.687917,44.395417
,Zvornik,Drina,,,Mali Zvornik,Macva,Serbia,Bosnia and Herzegovina,1955,42,269,7.9,7.9,89,11.3,265254,16536,Hydroelectricity,,,3: Fair,19.107917,44.367083
,Mihailesti,Arges,,,Bucharest,Arges,Romania,,1995,18,-99,10.3,10.3,68,6.6,26710,4944,Hydroelectricity,,,2: Good,25.942083,44.33375
,Frasinet,Mostistea,,,Lehliu,Calarasi,Romania,,1983,22,580,9.1,9.1,142,15.6,1,1260,Irrigation,,,2: Good,26.817083,44.324583
,Iron Gate 2,Danube,,,Prahovo,Mehedinti,Romania,Serbia,1984,54,963,87.3,87.3,868,9.9,5391696,562362,Hydroelectricity,,,2: Good,22.567083,44.307917
Ricice Reservoir,Stikada,Ricice,,,Gracac,Lika,Croatia,,1983,14,5510,2.5,2.5,18.4,7.4,9292,430,Hydroelectricity,,,2: Good,15.80875,44.299583
,Facau,Ilfovat,,,Bucuresti,Giurgiu,Romania,,1983,13,1372,0.4,0.4,10.4,26,128,70,Irrigation,,,3: Fair,25.835417,44.295417
,Ipotesti,Olt,,,Slatina,Olt,Romania,,1986,31,30256,16.8,16.8,110,6.5,134441,19321,Hydroelectricity,,,3: Fair,24.400417,44.26625
,Iezer,Mostistea,,,Calarasi,Calarasi,Romania,,1975,11,2450,28.3,28.3,267,9.4,1,1681,Irrigation,,,2: Good,26.929583,44.224583
,Draganesti,Olt,,,Draganesti Olt,Olt,Romania,,1988,34,27656,11.4,11.4,76,6.7,149198,22109,Hydroelectricity,,,3: Fair,24.48375,44.177917
,Frunzaru,Olt,,,Caracal,Olt,Romania,,1989,30,31556,16.1,16.1,96,6,151318,23073,Hydroelectricity,,,3: Fair,24.57125,44.045417
Lake Perucac,Bajina Basta,Drina,,,Bajina Basta,Zlatibor,Serbia,Bosnia and Herzegovina,1966,90,461,4.3,4.3,340,79.1,235786,13815,Hydroelectricity,,,2: Good,19.412917,43.96625
,Rusanesti,Olt,,,Caracal,Olt,Romania,,1990,29,31156,11.5,11.5,78,6.8,151726,23471,Hydroelectricity,,,3: Fair,24.625417,43.920417
,Kula,Topolovetz,,,Kula,Montana,Bulgaria,,1967,32,342,1,1,20.4,20.4,59,58,Irrigation,,,2: Good,22.525417,43.915417
,Medjuvrsje,Zapadna Morava,,,Cacak,Morava,Serbia,,1953,31,190,1,1,18.5,18.5,33209,3197,Hydroelectricity,,,3: Fair,20.235417,43.912083
,Gruza,Gruza,,,Kragujevac,Sumadija,Serbia,,1984,51,288,8.4,8.4,64.6,7.7,2145,314,Water supply,,,2: Good,20.712917,43.88875
Zaovinsko Jezero,Lazici,Beli Rzav,,,Bajina Basta,Zlatibor,Serbia,,1983,131,535,1.4,1.4,170,121.4,577,45,Hydroelectricity,,,3: Fair,19.400417,43.870417
,Poletkovtzi,Selska bara,,,Kula,Montana,Bulgaria,,1971,35,312,1,1,17.5,17.5,81,74,Irrigation,,,2: Good,22.512917,43.854583
,Vrutci,Djetinja,,,Uzice,Zlatibor,Serbia,,1984,77,241,1.4,1.4,54,38.6,1624,139,Water supply,,,2: Good,19.710417,43.847917
,Izbiceni,Olt,,,Turnu Magurele,Teleorman,Romania,,1996,29,27636,8,8,74,9.3,151851,24026,Hydroelectricity,,,3: Fair,24.69625,43.81625
,Grliste,Grliska Reka,,,Zajecar,Zajecar,Serbia,,1988,31,101,0.8,0.8,12.5,15.6,379,183,Water supply,,,2: Good,22.229583,43.815417
,Peruca,Cetina,,,Sinj,Dalmacija,Croatia,,1958,67,467,15,15,565.3,37.7,7581,409,Hydroelectricity,,,2: Good,16.592083,43.799583
,Rama,Rama,,,Prozor,,Bosnia and Herzegovina,,1969,103,-99,11.2,11.2,487,43.5,4096,225,Hydroelectricity,,,2: Good,17.57125,43.79125
,Visegrad,Drina,,,Visegrad,,Bosnia and Herzegovina,,1989,80,-99,8.7,8.7,161,18.5,219424,12583,Hydroelectricity,,,4: Poor,19.287917,43.76125
,Rabisha,Rabisha,,,Dimovo,Montana,Bulgaria,,1963,13,380,2.2,2.2,43.2,19.6,2,2,Irrigation,,,3: Fair,22.58625,43.745417
,Jablanica,Neretva,,,Jablanica,,Bosnia and Herzegovina,,1954,85,-99,10.4,10.4,31.8,3.1,43147,2303,Hydroelectricity,,,3: Fair,17.730417,43.695417
,Drenovetz,Medovnishka,,,Drenovetz,Montana,Bulgaria,,1963,28,373,0.5,0.5,12,24,27,58,Irrigation,,,2: Good,22.912917,43.695417
,Busko Blato,Ricina,,,Livno,,Bosnia and Herzegovina,,1974,19,-99,49.3,49.3,802.5,16.3,5160,293,Hydroelectricity,,,2: Good,17.03375,43.662083
,Bovan,Moravica,,,Aleksinac,Nisava,Serbia,,1978,52,151,1.4,1.4,59,42.1,1669,535,Water supply,,,2: Good,21.70625,43.64125
,Kokin Brod,Uvac,,,Nova Varos,Zlatibor,Serbia,,1962,82,1227,5.2,5.2,250,48.1,14294,1035,Hydroelectricity,,,2: Good,19.814583,43.51625
Zeleno Jezero,Ricice,Ricice,,,Imotski,Dalmacija,Croatia,,1985,45,206,1.1,1.1,35.2,32,5104,290,Flood control,,,2: Good,17.132083,43.49875
